Probe	Chr	StartPos	STRName	Strand
867	3	16244898	trf534609	M
868	3	16245156	trf534609	P
869	3	16725516	trf534731	M
870	3	16725779	trf534731	P
871	3	21949525	trf536073	M
872	3	21949700	trf536073	P
873	3	22718605	trf536258	M
874	3	22718915	trf536258	P
875	3	23198649	trf536390	M
876	3	23198909	trf536390	P
877	3	23978586	trf536592_trf536593	M
878	3	23978911	trf536592_trf536593	P
879	3	29969563	trf538029	M
880	3	29969829	trf538029	P
881	3	30075978	trf538058	M
882	3	30076297	trf538058	P
883	3	30870614	trf538248_trf538249	M
884	3	30870870	trf538248_trf538249	P
885	3	30904373	trf538252_trf538253	M
886	3	30904637	trf538252_trf538253	P
887	3	31094699	trf538292	M
888	3	31094958	trf538292	P
889	3	31168411	trf538301	M
890	3	31168673	trf538301	P
891	3	32037833	trf538545	M
892	3	32038109	trf538545	P
893	3	32102128	trf538569	M
894	3	32102506	trf538569	P
895	3	32165201	trf538591	M
896	3	32165456	trf538591	P
897	3	32340084	trf538634	M
898	3	32340457	trf538634	P
899	3	32522688	nc-CMTM6	M
900	3	32522936	nc-CMTM6	P
901	3	34271080	trf539287	M
902	3	34271354	trf539287	P
903	3	34624346	trf539400	M
904	3	34624567	trf539400	P
905	3	34712542	trf539417	M
906	3	34712806	trf539417	P
907	3	35265020	trf539568	M
908	3	35265273	trf539568	P
909	3	36142975	trf539763	M
910	3	36143230	trf539763	P
911	3	37058979	MLH1	M
912	3	37059238	MLH1	P
913	3	38621294	trf540436	M
914	3	38621561	trf540436	P
915	3	39479900	trf540645	M
916	3	39480237	trf540645	P
917	3	41277984	CTNNB1	M
918	3	41278246	CTNNB1	P
919	3	42373774	trf541424	M
920	3	42374042	trf541424	P
921	3	45582196	D3S1358	M
922	3	45582540	D3S1358	P
923	3	47476862	trf542796	M
924	3	47477165	trf542796	P
925	3	52310909	trf544686	M
926	3	52311174	trf544686	P
927	3	52605728	trf544761	M
928	3	52606025	trf544761	P
929	3	52728188	nc-GNL3	M
930	3	52728527	nc-GNL3	P
931	3	54769939	trf545335	M
932	3	54770265	trf545335	P
933	3	55268417	trf545458	M
934	3	55268698	trf545458	P
935	3	56137647	trf545688	M
936	3	56137904	trf545688	P
937	3	56750318	trf545925	M
938	3	56750704	trf545925	P
939	3	57403964	trf546111	M
940	3	57404285	trf546111	P
941	3	58981608	trf546674	M
942	3	58981866	trf546674	P
943	3	59417839	trf546801	M
944	3	59418151	trf546801	P
945	3	60771467	trf547123	M
946	3	60771721	trf547123	P
947	3	60774709	trf547124	M
948	3	60774953	trf547124	P
949	3	61196287	trf547241	M
950	3	61196620	trf547241	P
951	3	62055147	trf547484	M
952	3	62055406	trf547484	P
953	3	62507624	trf547591	M
954	3	62507845	trf547591	P
955	3	64526565	trf548074	M
956	3	64526831	trf548074	P
957	3	64756278	trf548118	M
958	3	64756534	trf548118	P
959	3	65174068	trf548213	M
960	3	65174319	trf548213	P
961	3	65698031	trf548359	M
962	3	65698275	trf548359	P
963	3	67549454	trf548838	M
964	3	67549715	trf548838	P
965	3	68018643	trf548951	M
966	3	68018894	trf548951	P
967	3	68114799	trf548973	M
968	3	68115041	trf548973	P
969	3	71231459	trf549697	M
970	3	71231728	trf549697	P
971	3	71394909	trf549738	M
972	3	71395168	trf549738	P
973	3	75276752	trf550782	M
974	3	75277002	trf550782	P
975	3	77516610	trf551536	M
976	3	77516865	trf551536	P
977	3	80031386	trf552284	M
978	3	80031660	trf552284	P
979	3	80064555	trf552303_trf552305	M
980	3	80064804	trf552303_trf552305	P
981	3	80064813	trf552303_trf552305	P
982	3	82624483	trf553107_trf553108_trf553109	M
983	3	82624491	trf553107_trf553108_trf553109	M
984	3	82624815	trf553107_trf553108_trf553109	P
985	3	82954110	trf553199	M
986	3	82954387	trf553199	P
987	3	85564566	trf554104	M
988	3	85564921	trf554104	P
989	3	85750944	D3S4529	M
990	3	85751211	D3S4529	P
991	3	85852525	trf554203	M
992	3	85852785	trf554203	P
993	3	88710449	trf555012	M
994	3	88710708	trf555012	P
995	3	94060177	trf555714	M
996	3	94060201	trf555714	M
997	3	94060451	trf555714	P
998	3	94060462	trf555714	P
999	3	94850443	trf555912	M
1000	3	94850711	trf555912	P
1001	3	95883964	trf556238	M
1002	3	95884284	trf556238	P
1003	3	95884319	trf556238	P
1004	3	96713427	trf556467	M
1005	3	96713682	trf556467	P
1006	3	97745335	trf556702	M
1007	3	97745596	trf556702	P
1008	3	100588015	trf557439	M
1009	3	100588283	trf557439	P
1010	3	101283860	RG9MTD1	M
1011	3	101284118	RG9MTD1	P
1012	3	102175239	trf557841	M
1013	3	102175449	trf557841	P
1014	3	103456853	trf558219	M
1015	3	103457111	trf558219	P
1016	3	106989896	trf559225	M
1017	3	106990156	trf559225	P
1018	3	110152256	trf559984	M
1019	3	110152523	trf559984	P
1020	3	111036039	trf560174_trf560175	M
1021	3	111036304	trf560174_trf560175	P
1022	3	111074021	trf560189	M
1023	3	111074284	trf560189	P
1024	3	111731009	trf560340	M
1025	3	111731277	trf560340	P
1026	3	111930034	trf560386	M
1027	3	111930307	trf560386	P
1028	3	114057826	ZBTB20	M
1029	3	114058084	ZBTB20	P
1030	3	117332638	trf561856	M
1031	3	117332900	trf561856	P
1032	3	117375086	trf561866	M
1033	3	117375347	trf561866	P
1034	3	117402349	trf561876	M
1035	3	117402567	trf561876	P
1036	3	117535295	trf561921	M
1037	3	117535516	trf561921	P
1038	3	117785230	trf561967_trf561969	M
1039	3	117785489	trf561967_trf561969	P
1040	3	118950434	trf562234	M
1041	3	118950480	trf562234	M
1042	3	118950782	trf562234	P
1043	3	121644398	trf563003	M
1044	3	121644458	trf563003	M
1045	3	121644659	trf563003	P
1046	3	121644726	trf563003	P
1047	3	124214709	trf563759_trf563760	M
1048	3	124214970	trf563759_trf563760	P
1049	3	125214019	trf564062	M
1050	3	125214279	trf564062	P
1051	3	125399320	trf564150	M
1052	3	125399580	trf564150	P
1053	3	127157207	trf564807	M
1054	3	127157462	trf564807	P
1055	3	129155438	MBD4	M
1056	3	129155711	MBD4	P
1057	3	130732882	ASTE1	M
1058	3	130733148	ASTE1	P
1059	3	131376335	trf566177	M
1060	3	131376701	trf566177	P
1061	3	136966551	trf567704	M
1062	3	136966850	trf567704	P
1063	3	138382578	PIK3CB_1	M
1064	3	138382838	PIK3CB_1	P
1065	3	138413557	PIK3CB_2	M
1066	3	138413821	PIK3CB_2	P
1067	3	139188395	trf568313	M
1068	3	139188655	trf568313	P
1069	3	140025624	trf568499	M
1070	3	140025900	trf568499	P
1071	3	140985360	trf568749	M
1072	3	140985620	trf568749	P
1073	3	142274560	ATR	M
1074	3	142274823	ATR	P
1075	3	144254546	trf569670	M
1076	3	144254823	trf569670	P
1077	3	144687018	trf569819	M
1078	3	144687280	trf569819	P
1079	3	145235820	trf569962	M
1080	3	145236110	trf569962	P
1081	3	145941513	trf570157	M
1082	3	145941774	trf570157	P
1083	3	148543672	trf570910	M
1084	3	148543931	trf570910	P
1085	3	148995434	trf571034	M
1086	3	148995693	trf571034	P
1087	3	150162938	trf571372	M
1088	3	150163187	trf571372	P
1089	3	151550593	trf571809	M
1090	3	151550855	trf571809	P
1091	3	156934226	trf573385	M
1092	3	156934609	trf573385	P
1093	3	158092869	trf573681	M
1094	3	158093128	trf573681	P
1095	3	158290135	trf573741	M
1096	3	158290403	trf573741	P
1097	3	158344238	trf573762	M
1098	3	158344511	trf573762	P
1099	3	160219019	nc-KPNA4	M
1100	3	160219269	nc-KPNA4	P
1101	3	161635471	trf574547	M
1102	3	161635730	trf574547	P
1103	3	161749928	trf574564_trf574567	M
1104	3	161750183	trf574564_trf574567	P
1105	3	162246803	trf574726_trf574727	M
1106	3	162246891	trf574726_trf574727	M
1107	3	162247064	trf574726_trf574727	P
1108	3	162247198	trf574726_trf574727	P
1109	3	162471527	trf574807	M
1110	3	162471785	trf574807	P
1111	3	162794523	trf574909	M
1112	3	162794759	trf574909	P
1113	3	162903678	trf574947	M
1114	3	162903942	trf574947	P
1115	3	163287123	trf575092	M
1116	3	163287382	trf575092	P
1117	3	163411567	trf575136	M
1118	3	163411824	trf575136	P
1119	3	163904168	trf575269	M
1120	3	163904426	trf575269	P
1121	3	164057080	trf575295	M
1122	3	164057490	trf575295	P
1123	3	164096803	trf575312	M
1124	3	164096817	trf575312	M
1125	3	164097081	trf575312	P
1126	3	164222704	trf575353	M
1127	3	164222985	trf575353	P
1128	3	165168644	trf575682	M
1129	3	165168918	trf575682	P
1130	3	165990581	trf575912	M
1131	3	165990841	trf575912	P
1132	3	167239682	trf576235	M
1133	3	167239928	trf576235	P
1134	3	168955215	trf576705	M
1135	3	168955475	trf576705	P
1136	3	169241557	trf576760	M
1137	3	169241898	trf576760	P
1138	3	171338370	trf577325	M
1139	3	171338604	trf577325	P
1140	3	171441763	trf577358	M
1141	3	171442032	trf577358	P
1142	3	171750886	trf577455_D3S3053	M
1143	3	171751146	trf577455_D3S3053	P
1144	3	172678609	trf577701	M
1145	3	172678918	trf577701	P
1146	3	174389558	trf578207	M
1147	3	174389820	trf578207	P
1148	3	174823119	trf578340	M
1149	3	174823377	trf578340	P
1150	3	178919018	PIK3CA	M
1151	3	178919278	PIK3CA	P
1152	3	179343812	nc-NDUFB5	M
1153	3	179344068	nc-NDUFB5	P
1154	3	182354144	trf580683	M
1155	3	182354401	trf580683	P
1156	3	183665145	ABCC5	M
1157	3	183665408	ABCC5	P
1158	3	184200460	trf581389	M
1159	3	184200721	trf581389	P
1160	3	186014732	trf582058	M
1161	3	186014991	trf582058	P
1162	3	186432666	trf582179	M
1163	3	186432922	trf582179	P
1164	3	186711170	trf582328	M
1165	3	186711430	trf582328	P
1166	3	186755633	trf582341	M
1167	3	186755893	trf582341	P
1168	3	188320726	trf582859	M
1169	3	188320986	trf582859	P
1170	3	189321325	trf583153	M
1171	3	189321587	trf583153	P
1172	3	189420980	trf583174	M
1173	3	189421334	trf583174	P
1174	3	190044767	trf583374	M
1175	3	190045029	trf583374	P
1176	3	191069599	trf583699	M
1177	3	191069867	trf583699	P
1178	3	191761301	trf583874	M
1179	3	191761508	trf583874	P
1180	3	191761554	trf583874	P
1181	3	192652148	trf584133	M
1182	3	192652244	trf584133	M
1183	3	192652451	trf584133	P
1184	3	192652457	trf584133	P
1185	3	194248523	trf584590	M
1186	3	194248912	trf584590	P
1187	3	194614335	trf584718	M
1188	3	194614594	trf584718	P
1189	3	194780592	trf584779	M
1190	3	194780855	trf584779	P
1191	3	195733861	trf585311	M
1192	3	195734165	trf585311	P
1193	3	197018049	trf585879	M
1194	3	197018299	trf585879	P
1195	4	115828	trf586339	M
1196	4	116117	trf586339	P
1197	4	1404260	trf587269	M
1198	4	1404516	trf587269	P
1199	4	1806015	FGFR3	M
1200	4	1806256	FGFR3	P
1201	4	3492230	trf588234	M
1202	4	3492489	trf588234	P
1203	4	3588799	trf588349	M
1204	4	3589062	trf588349	P
1205	4	3596682	trf588357	M
1206	4	3596942	trf588357	P
1207	4	3600077	trf588359	M
1208	4	3600108	trf588359	M
1209	4	3600337	trf588359	P
1210	4	3600372	trf588359	P
1211	4	3635095	trf588419	M
1212	4	3635352	trf588419	P
1213	4	5459891	trf589143	M
1214	4	5460154	trf589143	P
1215	4	5526926	C4orf6	M
1216	4	5527185	C4orf6	P
1217	4	6484762	trf589512	M
1218	4	6484888	trf589512	P
1219	4	7431991	trf589973	M
1220	4	7432252	trf589973	P
1221	4	7529033	trf590044	M
1222	4	7529290	trf590044	P
1223	4	7678315	trf590168	M
1224	4	7678770	trf590168	P
1225	4	11287478	trf591559	M
1226	4	11287707	trf591559	P
1227	4	12239472	trf591825	M
1228	4	12239727	trf591825	P
1229	4	13750835	trf592265	M
1230	4	13751095	trf592265	P
1231	4	14643251	trf592527	M
1232	4	14643509	trf592527	P
1233	4	14906506	trf592608	M
1234	4	14906769	trf592608	P
1235	4	16912022	trf593185	M
1236	4	16912283	trf593185	P
1237	4	17438891	trf593328_trf593329	M
1238	4	17439165	trf593328_trf593329	P
1239	4	19164053	trf593841	M
1240	4	19164142	trf593841	M
1241	4	19164314	trf593841	P
1242	4	19164415	trf593841	P
1243	4	20221305	trf594168	M
1244	4	20221600	trf594168	P
1245	4	21113537	trf594420	M
1246	4	21113731	trf594420	P
1247	4	21135167	trf594427	M
1248	4	21135430	trf594427	P
1249	4	21468558	trf594534	M
1250	4	21468824	trf594534	P
1251	4	21513530	trf594546	M
1252	4	21513842	trf594546	P
1253	4	21553553	trf594568	M
1254	4	21553814	trf594568	P
1255	4	23291009	trf595015	M
1256	4	23291271	trf595015	P
1257	4	23720706	trf595155_trf595156	M
1258	4	23720745	trf595155_trf595156	M
1259	4	23720964	trf595155_trf595156	P
1260	4	23721004	trf595155_trf595156	P
1261	4	24983439	trf595552	M
1262	4	24983713	trf595552	P
1263	4	25086888	trf595583	M
1264	4	25087146	trf595583	P
1265	4	26289101	trf596086_trf596087	M
1266	4	26289376	trf596086_trf596087	P
1267	4	26473068	trf596151	M
1268	4	26473324	trf596151	P
1269	4	29736785	trf597126	M
1270	4	29737043	trf597126	P
1271	4	30624729	trf597402	M
1272	4	30624993	trf597402	P
1273	4	31304313	D4S2408	M
1274	4	31304589	D4S2408	P
1275	4	34928602	trf598723_trf598724_trf598725_trf598726_trf598727_trf598729	M
1276	4	34928845	trf598723_trf598724_trf598725_trf598726_trf598727_trf598729	P
1277	4	34928887	trf598723_trf598724_trf598725_trf598726_trf598727_trf598729	P
1278	4	35485569	trf598880	M
1279	4	35485839	trf598880	P
1280	4	35704070	trf598934	M
1281	4	35704330	trf598934	P
1282	4	37801930	trf599550	M
1283	4	37802190	trf599550	P
1284	4	37803509	trf599551_trf599552	M
1285	4	37803512	trf599551_trf599552	M
1286	4	37803769	trf599551_trf599552	P
1287	4	37803783	trf599551_trf599552	P
1288	4	38413329	trf599754	M
1289	4	38413589	trf599754	P
1290	4	38952935	trf599951	M
1291	4	38953188	trf599951	P
1292	4	39282782	trf600069	M
1293	4	39283042	trf600069	P
1294	4	41034366	nc-APBB2	M
1295	4	41034626	nc-APBB2	P
1296	4	42741342	trf601308	M
1297	4	42741684	trf601308	P
1298	4	44178747	trf601715	M
1299	4	44179003	trf601715	P
1300	4	44558692	trf601821	M
1301	4	44558952	trf601821	P
1302	4	45027716	trf601936	M
1303	4	45027985	trf601936	P
1304	4	46927624	trf602513	M
1305	4	46927893	trf602513	P
1306	4	47021463	trf602548	M
1307	4	47021736	trf602548	P
1308	4	47044313	trf602568	M
1309	4	47044569	trf602568	P
1310	4	48227644	trf602922	M
1311	4	48227906	trf602922	P
1312	4	53140546	trf603580	M
1313	4	53140884	trf603580	P
1314	4	53179560	trf603586	M
1315	4	53179821	trf603586	P
1316	4	55161161	PDGFRA	M
1317	4	55161421	PDGFRA	P
1318	4	55598064	trf604336_BAT25	M
1319	4	55598324	trf604336_BAT25	P
1320	4	55953745	KDR	M
1321	4	55954005	KDR	P
1322	4	56336833	CLOCK	M
1323	4	56337098	CLOCK	P
1324	4	58984221	trf605308	M
1325	4	58984484	trf605308	P
1326	4	59145209	trf605376	M
1327	4	59145466	trf605376	P
1328	4	59382708	trf605441	M
1329	4	59382968	trf605441	P
1330	4	60021513	trf605629	M
1331	4	60021661	trf605629	P
1332	4	60305798	trf605710	M
1333	4	60306025	trf605710	P
1334	4	60664735	trf605819_trf605820	M
1335	4	60664835	trf605819_trf605820	M
1336	4	60664993	trf605819_trf605820	P
1337	4	60665147	trf605819_trf605820	P
1338	4	62722101	trf606433	M
1339	4	62722470	trf606433	P
1340	4	63511691	trf606679	M
1341	4	63511957	trf606679	P
1342	4	64283274	trf606943_trf606944_trf606945	M
1343	4	64283283	trf606943_trf606944_trf606945	M
1344	4	64283546	trf606943_trf606944_trf606945	P
1345	4	65536681	trf607303	M
1346	4	65536946	trf607303	P
1347	4	65554076	trf607308	M
1348	4	65554322	trf607308	P
1349	4	66145200	trf607477	M
1350	4	66145477	trf607477	P
1351	4	66416860	trf607560	M
1352	4	66417116	trf607560	P
1353	4	68282787	trf608052	M
1354	4	68283046	trf608052	P
1355	4	69282917	trf608322	M
1356	4	69283176	trf608322	P
1357	4	71367799	trf608875	M
1358	4	71368059	trf608875	P
1359	4	72359256	trf609141	M
1360	4	72359519	trf609141	P
1361	4	75272430	trf609886	M
1362	4	75272733	trf609886	P
1363	4	80088227	trf611073_trf611074	M
1364	4	80088481	trf611073_trf611074	P
1365	4	80932326	trf611273	M
1366	4	80932588	trf611273	P
1367	4	81120730	trf611300	M
1368	4	81120992	trf611300	P
1369	4	82007677	trf611521	M
1370	4	82007953	trf611521	P
1371	4	82547763	trf611662	M
1372	4	82548087	trf611662	P
1373	4	82624099	trf611696_trf611697	M
1374	4	82624363	trf611696_trf611697	P
1375	4	83585960	trf611987_trf611988_trf611989_trf611990	M
1376	4	83586322	trf611987_trf611988_trf611989_trf611990	P
1377	4	84806302	trf612454	M
1378	4	84806562	trf612454	P
1379	4	89973350	trf613900	M
1380	4	89973621	trf613900	P
1381	4	90029585	trf613913	M
1382	4	90029850	trf613913	P
1383	4	91612570	trf614276	M
1384	4	91612960	trf614276	P
1385	4	93517297	D4S2364	M
1386	4	93517545	D4S2364	P
1387	4	93963662	trf614895	M
1388	4	93963926	trf614895	P
1389	4	95770878	trf615352	M
1390	4	95771132	trf615352	P
1391	4	96369231	trf615532	M
1392	4	96369490	trf615532	P
1393	4	96790504	trf615613	M
1394	4	96790759	trf615613	P
1395	4	99023841	trf616199	M
1396	4	99024097	trf616199	P
1397	4	99434867	trf616311	M
1398	4	99435128	trf616311	P
1399	4	102346285	trf617012_trf617013	M
1400	4	102346441	trf617012_trf617013	M
1401	4	102346787	trf617012_trf617013	P
1402	4	105042803	trf617809	M
1403	4	105043078	trf617809	P
1404	4	105215797	trf617859	M
1405	4	105216149	trf617859	P
1406	4	109525588	trf618936	M
1407	4	109525846	trf618936	P
1408	4	109947088	trf619085	M
1409	4	109947350	trf619085	P
1410	4	109965061	trf619090	M
1411	4	109965319	trf619090	P
1412	4	110108234	trf619119	M
1413	4	110108499	trf619119	P
1414	4	110880355	EGF_1	M
1415	4	110880614	EGF_1	P
1416	4	110882915	EGF_2	M
1417	4	110883182	EGF_2	P
1418	4	110889693	trf619356	M
1419	4	110889958	trf619356	P
1420	4	110889988	EGF_3	M
1421	4	110890248	EGF_3	P
1422	4	112006715	trf619657	M
1423	4	112006978	trf619657	P
1424	4	112180410	trf619721	M
1425	4	112180677	trf619721	P
1426	4	112765054	trf619881	M
1427	4	112765386	trf619881	P
1428	4	112963675	trf619939	M
1429	4	112963936	trf619939	P
1430	4	112983495	trf619944	M
1431	4	112983765	trf619944	P
1432	4	113039207	trf619959	M
1433	4	113039479	trf619959	P
1434	4	113449926	trf620061	M
1435	4	113450189	trf620061	P
1436	4	113570579	LARP7	M
1437	4	113570846	LARP7	P
1438	4	114018910	trf620267	M
1439	4	114019178	trf620267	P
1440	4	114364945	trf620355	M
1441	4	114365258	trf620355	P
1442	4	115156421	trf620542	M
1443	4	115156760	trf620542	P
1444	4	117677000	trf621260	M
1445	4	117677262	trf621260	P
1446	4	117894375	trf621323	M
1447	4	117894619	trf621323	P
1448	4	117901232	trf621325	M
1449	4	117901483	trf621325	P
1450	4	118592448	trf621544	M
1451	4	118592708	trf621544	P
1452	4	120018221	trf621952	M
1453	4	120018483	trf621952	P
1454	4	120843622	trf622121	M
1455	4	120843905	trf622121	P
1456	4	123917557	trf622887_trf622888	M
1457	4	123917667	trf622887_trf622888	M
1458	4	123917928	trf622887_trf622888	P
1459	4	126843279	trf623667	M
1460	4	126843512	trf623667	P
1461	4	127075683	trf623731	M
1462	4	127075933	trf623731	P
1463	4	127482212	trf623835_trf623836_trf623837_trf623838	M
1464	4	127482303	trf623835_trf623836_trf623837_trf623838	M
1465	4	127482481	trf623835_trf623836_trf623837_trf623838	P
1466	4	127482563	trf623835_trf623836_trf623837_trf623838	P
1467	4	130297794	trf624632	M
1468	4	130298054	trf624632	P
1469	4	131799725	trf624991	M
1470	4	131800083	trf624991	P
1471	4	133802496	trf625534	M
1472	4	133802760	trf625534	P
1473	4	134383232	trf625662	M
1474	4	134383489	trf625662	P
1475	4	134475925	trf625680	M
1476	4	134476032	trf625680	M
1477	4	134476183	trf625680	P
1478	4	134476292	trf625680	P
1479	4	135563251	trf625982_trf625983_trf625984	M
1480	4	135563516	trf625982_trf625983_trf625984	P
1481	4	135563588	trf625982_trf625983_trf625984	P
1482	4	136152212	trf626167_trf626168	M
1483	4	136152473	trf626167_trf626168	P
1484	4	136554475	trf626270	M
1485	4	136554783	trf626270	P
1486	4	137816477	trf626616	M
1487	4	137816733	trf626616	P
1488	4	138165709	trf626736_trf626737	M
1489	4	138165946	trf626736_trf626737	P
1490	4	141751430	trf627745	M
1491	4	141751692	trf627745	P
1492	4	143500909	trf628201	M
1493	4	143501169	trf628201	P
1494	4	145213139	trf628617_trf628618	M
1495	4	145213397	trf628617_trf628618	P
1496	4	149809039	trf629845	M
1497	4	149809351	trf629845	P
1498	4	153253587	FBXW7	M
1499	4	153253849	FBXW7	P
1500	4	155417377	trf631450	M
1501	4	155417642	trf631450	P
1502	4	155495259	trf631470	M
1503	4	155495518	trf631470	P
1504	4	155508816	FGA	M
1505	4	155509075	FGA	P
1506	4	156285526	trf631670	M
1507	4	156285798	trf631670	P
1508	4	158336782	trf632245	M
1509	4	158336915	trf632245	P
1510	4	160761876	trf632940	M
1511	4	160762138	trf632940	P
1512	4	161592058	trf633204	M
1513	4	161592318	trf633204	P
1514	4	162231779	trf633419	M
1515	4	162232034	trf633419	P
1516	4	162701189	trf633555_trf633556	M
1517	4	162701451	trf633555_trf633556	P
1518	4	163219840	trf633748	M
1519	4	163220104	trf633748	P
1520	4	163331236	trf633800	M
1521	4	163331494	trf633800	P
1522	4	164521184	trf634159_trf634160_trf634162_trf634163	M
1523	4	164521227	trf634159_trf634160_trf634162_trf634163	M
1524	4	164521449	trf634159_trf634160_trf634162_trf634163	P
1525	4	164521490	trf634159_trf634160_trf634162_trf634163	P
1526	4	164552673	trf634167	M
1527	4	164552933	trf634167	P
1528	4	164961043	trf634287_trf634288	M
1529	4	164961432	trf634287_trf634288	P
1530	4	167283025	trf634971	M
1531	4	167283157	trf634971	P
1532	4	168716254	trf635407	M
1533	4	168716434	trf635407	P
1534	4	168723065	trf635411	M
1535	4	168723325	trf635411	P
1536	4	171493815	trf636230_trf636231	M
1537	4	171494193	trf636230_trf636231	P
1538	4	173969457	trf636947_trf636948	M
1539	4	173969715	trf636947_trf636948	P
1540	4	174504738	trf637082	M
1541	4	174504751	trf637082	M
1542	4	174505004	trf637082	P
1543	4	174505010	trf637082	P
1544	4	175877541	trf637465	M
1545	4	175877815	trf637465	P
1546	4	177227338	trf637872	M
1547	4	177227681	trf637872	P
1548	4	177438095	trf637917	M
1549	4	177438367	trf637917	P
1550	4	178611126	trf638290	M
1551	4	178611492	trf638290	P
1552	4	179007156	trf638394	M
1553	4	179007421	trf638394	P
1554	4	180068160	trf638714_trf638715	M
1555	4	180068424	trf638714_trf638715	P
1556	4	180168500	trf638758	M
1557	4	180168763	trf638758	P
1558	4	181525445	trf639189	M
1559	4	181525703	trf639189	P
1560	4	181915519	trf639298	M
1561	4	181915783	trf639298	P
1562	4	181952427	trf639314_trf639315_trf639316_trf639317	M
1563	4	181952481	trf639314_trf639315_trf639316_trf639317	M
1564	4	181952681	trf639314_trf639315_trf639316_trf639317	P
1565	4	182377120	trf639435_trf639436	M
1566	4	182377200	trf639435_trf639436	M
1567	4	182377386	trf639435_trf639436	P
1568	4	182377407	trf639435_trf639436	P
1569	4	182377461	trf639435_trf639436	P
1570	4	185151051	trf640352	M
1571	4	185151311	trf640352	P
1572	4	186231501	trf640712	M
1573	4	186231762	trf640712	P
1574	4	186392180	trf640756_trf640757	M
1575	4	186392461	trf640756_trf640757	P
1576	4	187123722	trf640964	M
1577	4	187123982	trf640964	P
1578	4	187125321	trf640974	M
1579	4	187125324	trf640974	M
1580	4	187125625	trf640974	P
1581	4	187371977	trf641145	M
1582	4	187372245	trf641145	P
1583	4	188387909	trf641479	M
1584	4	188388075	trf641479	P
1585	4	188970169	trf641706	M
1586	4	188970462	trf641706	P
1587	4	189785452	trf642032	M
1588	4	189785713	trf642032	P
1589	4	189785733	trf642032	P
1590	4	190084309	trf642132	M
1591	4	190084438	trf642132	P
1592	4	190481730	trf642296	M
1593	4	190481777	trf642296	M
1594	4	190481981	trf642296	P
1595	4	190482029	trf642296	P
1596	4	190483116	trf642297	M
1597	4	190483367	trf642297	P
1598	4	190527714	trf642317	M
1599	4	190527981	trf642317	P
1600	4	190559507	trf642336	M
1601	4	190559792	trf642336	P
1602	4	190563539	trf642338	M
1603	4	190563803	trf642338	P
1604	4	190588519	trf642343	M
1605	4	190588777	trf642343	P
1606	4	190602396	trf642353	M
1607	4	190602653	trf642353	P
1608	4	190630867	trf642376	M
1609	4	190630946	trf642376	M
1610	4	190631133	trf642376	P
1611	4	190631213	trf642376	P
1612	4	190641679	trf642380	M
1613	4	190641939	trf642380	P
1614	5	127238	trf642642	M
1615	5	127538	trf642642	P
1616	5	1294525	TERT	M
1617	5	1294814	TERT	P
1618	5	1667309	trf644171_trf644172_trf644173	M
1619	5	1667313	trf644171_trf644172_trf644173	M
1620	5	1667337	trf644171_trf644172_trf644173	M
1621	5	1667596	trf644171_trf644172_trf644173	P
1622	5	1667597	trf644171_trf644172_trf644173	P
1623	5	1673210	trf644180	M
1624	5	1673478	trf644180	P
1625	5	2540220	trf644713	M
1626	5	2540592	trf644713	P
1627	5	2601095	trf644776	M
1628	5	2601360	trf644776	P
1629	5	3233507	trf645026_trf645027	M
1630	5	3233785	trf645026_trf645027	P
1631	5	3358971	trf645132	M
1632	5	3359287	trf645132	P
1633	5	3424475	trf645163_trf645164	M
1634	5	3424768	trf645163_trf645164	P
1635	5	3712669	trf645310	M
1636	5	3712842	trf645310	P
1637	5	4657391	trf645661	M
1638	5	4657786	trf645661	P
1639	5	5836744	trf646041	M
1640	5	5837005	trf646041	P
1641	5	6100236	trf646113	M
1642	5	6100498	trf646113	P
1643	5	6245454	trf646183	M
1644	5	6245705	trf646183	P
1645	5	6569155	trf646317	M
1646	5	6569422	trf646317	P
1647	5	7139402	trf646515	M
1648	5	7139710	trf646515	P
1649	5	8018784	trf646750_trf646751	M
1650	5	8018791	trf646750_trf646751	M
1651	5	8019052	trf646750_trf646751	P
1652	5	8067052	trf646774	M
1653	5	8067312	trf646774	P
1654	5	8423273	trf646893	M
1655	5	8423506	trf646893	P
1656	5	8496977	trf646909	M
1657	5	8497237	trf646909	P
1658	5	8546275	trf646923	M
1659	5	8546536	trf646923	P
1660	5	10249854	trf647396	M
1661	5	10250113	trf647396	P
1662	5	15119263	trf648848	M
1663	5	15119529	trf648848	P
1664	5	15555766	trf648963	M
1665	5	15556029	trf648963	P
1666	5	17434761	trf649544_trf649545	M
1667	5	17435041	trf649544_trf649545	P
1668	5	17435067	trf649544_trf649545	P
1669	5	19741125	trf650255	M
1670	5	19741473	trf650255	P
1671	5	22390580	trf651176	M
1672	5	22390842	trf651176	P
1673	5	22681175	trf651277	M
1674	5	22681436	trf651277	P
1675	5	24522455	trf651895	M
1676	5	24522714	trf651895	P
1677	5	25753408	trf652274	M
1678	5	25753673	trf652274	P
1679	5	26795358	trf652624	M
1680	5	26795615	trf652624	P
1681	5	28107708	trf653045	M
1682	5	28107973	trf653045	P
1683	5	28138550	trf653047_trf653048	M
1684	5	28138791	trf653047_trf653048	P
1685	5	28138822	trf653047_trf653048	P
1686	5	29067121	trf653356	M
1687	5	29067372	trf653356	P
1688	5	29745431	trf653560	M
1689	5	29745670	trf653560	P
