Probe	Chr	StartPos	STRName	Strand
862	3	41277985	CTNNB1	M
863	3	41278247	CTNNB1	P
864	3	42373775	trf541424	M
865	3	42374043	trf541424	P
866	3	45582197	D3S1358	M
867	3	45582541	D3S1358	P
868	3	47476863	trf542796	M
869	3	47477166	trf542796	P
870	3	48071416	trf543025	M
871	3	48071651	trf543025	P
872	3	52605729	trf544761	M
873	3	52606026	trf544761	P
874	3	54769940	trf545335	M
875	3	54770266	trf545335	P
876	3	55268418	trf545458	M
877	3	55268699	trf545458	P
878	3	56750319	trf545925	M
879	3	56750705	trf545925	P
880	3	57403965	trf546111	M
881	3	57404286	trf546111	P
882	3	59417840	trf546801	M
883	3	59418152	trf546801	P
884	3	60771468	trf547123	M
885	3	60771722	trf547123	P
886	3	60774710	trf547124	M
887	3	60774954	trf547124	P
888	3	61196288	trf547241	M
889	3	61196621	trf547241	P
890	3	62055148	trf547484	M
891	3	62055407	trf547484	P
892	3	64526566	trf548074	M
893	3	64526832	trf548074	P
894	3	65174069	trf548213	M
895	3	65174320	trf548213	P
896	3	65698032	trf548359	M
897	3	65698276	trf548359	P
898	3	67549455	trf548838	M
899	3	67549716	trf548838	P
900	3	68114800	trf548973	M
901	3	68115042	trf548973	P
902	3	71231460	trf549697	M
903	3	71231729	trf549697	P
904	3	71394910	trf549738	M
905	3	71395169	trf549738	P
906	3	75276753	trf550782	M
907	3	75277003	trf550782	P
908	3	80031387	trf552284	M
909	3	80031661	trf552284	P
910	3	80064556	trf552303_trf552305	M
911	3	80064805	trf552303_trf552305	P
912	3	80064814	trf552303_trf552305	P
913	3	82624484	trf553107_trf553108_trf553109	M
914	3	82624492	trf553107_trf553108_trf553109	M
915	3	82624816	trf553107_trf553108_trf553109	P
916	3	82954111	trf553199	M
917	3	82954388	trf553199	P
918	3	85564567	trf554104	M
919	3	85564922	trf554104	P
920	3	85750945	D3S4529	M
921	3	85751212	D3S4529	P
922	3	88710450	trf555012	M
923	3	88710709	trf555012	P
924	3	94060178	trf555714	M
925	3	94060202	trf555714	M
926	3	94060452	trf555714	P
927	3	94060463	trf555714	P
928	3	94850444	trf555912	M
929	3	94850712	trf555912	P
930	3	95313956	trf556061	M
931	3	95314300	trf556061	P
932	3	95883965	trf556238	M
933	3	95884285	trf556238	P
934	3	95884320	trf556238	P
935	3	96713428	trf556467	M
936	3	96713683	trf556467	P
937	3	97914025	trf556734	M
938	3	97914378	trf556734	P
939	3	100588016	trf557439	M
940	3	100588284	trf557439	P
941	3	101283861	RG9MTD1	M
942	3	101284119	RG9MTD1	P
943	3	101758733	trf557755	M
944	3	101759055	trf557755	P
945	3	103456854	trf558219	M
946	3	103457112	trf558219	P
947	3	109625613	trf559844	M
948	3	109625912	trf559844	P
949	3	110152257	trf559984	M
950	3	110152524	trf559984	P
951	3	111036040	trf560174_trf560175	M
952	3	111036305	trf560174_trf560175	P
953	3	111731010	trf560340	M
954	3	111731278	trf560340	P
955	3	111930035	trf560386	M
956	3	111930308	trf560386	P
957	3	114057827	ZBTB20	M
958	3	114058085	ZBTB20	P
959	3	117332639	trf561856	M
960	3	117332901	trf561856	P
961	3	117375087	trf561866	M
962	3	117375348	trf561866	P
963	3	117535296	trf561921	M
964	3	117535517	trf561921	P
965	3	117785231	trf561967_trf561969	M
966	3	117785490	trf561967_trf561969	P
967	3	118898012	trf562221	M
968	3	118898264	trf562221	P
969	3	118950435	trf562234	M
970	3	118950481	trf562234	M
971	3	118950783	trf562234	P
972	3	121644399	trf563003	M
973	3	121644459	trf563003	M
974	3	121644660	trf563003	P
975	3	121644727	trf563003	P
976	3	124214710	trf563759_trf563760	M
977	3	124214971	trf563759_trf563760	P
978	3	124282676	trf563781	M
979	3	124283108	trf563781	P
980	3	125214020	trf564062	M
981	3	125214280	trf564062	P
982	3	125399321	trf564150	M
983	3	125399581	trf564150	P
984	3	127157208	trf564807	M
985	3	127157463	trf564807	P
986	3	129155439	MBD4	M
987	3	129155712	MBD4	P
988	3	130732883	ASTE1	M
989	3	130733149	ASTE1	P
990	3	131376336	trf566177	M
991	3	131376702	trf566177	P
992	3	136966552	trf567704	M
993	3	136966851	trf567704	P
994	3	138382579	PIK3CB_1	M
995	3	138382839	PIK3CB_1	P
996	3	138413558	PIK3CB_2	M
997	3	138413822	PIK3CB_2	P
998	3	140985361	trf568749	M
999	3	140985621	trf568749	P
1000	3	142274561	ATR	M
1001	3	142274824	ATR	P
1002	3	144254547	trf569670	M
1003	3	144254824	trf569670	P
1004	3	144687019	trf569819	M
1005	3	144687281	trf569819	P
1006	3	145235821	trf569962	M
1007	3	145236111	trf569962	P
1008	3	145941514	trf570157	M
1009	3	145941775	trf570157	P
1010	3	146657908	trf570343	M
1011	3	146658187	trf570343	P
1012	3	148543673	trf570910	M
1013	3	148543932	trf570910	P
1014	3	148995435	trf571034	M
1015	3	148995694	trf571034	P
1016	3	151550594	trf571809	M
1017	3	151550856	trf571809	P
1018	3	156934227	trf573385	M
1019	3	156934610	trf573385	P
1020	3	158092870	trf573681	M
1021	3	158093129	trf573681	P
1022	3	158290136	trf573741	M
1023	3	158290404	trf573741	P
1024	3	158344239	trf573762	M
1025	3	158344512	trf573762	P
1026	3	161635472	trf574547	M
1027	3	161635731	trf574547	P
1028	3	161749929	trf574564_trf574567	M
1029	3	161750184	trf574564_trf574567	P
1030	3	162246804	trf574726_trf574727	M
1031	3	162246892	trf574726_trf574727	M
1032	3	162247065	trf574726_trf574727	P
1033	3	162247199	trf574726_trf574727	P
1034	3	162471528	trf574807	M
1035	3	162471786	trf574807	P
1036	3	162794524	trf574909	M
1037	3	162794760	trf574909	P
1038	3	162903679	trf574947	M
1039	3	162903943	trf574947	P
1040	3	163287124	trf575092	M
1041	3	163287383	trf575092	P
1042	3	163411568	trf575136	M
1043	3	163411825	trf575136	P
1044	3	163904169	trf575269	M
1045	3	163904427	trf575269	P
1046	3	164096804	trf575312	M
1047	3	164096818	trf575312	M
1048	3	164097082	trf575312	P
1049	3	164187026	trf575346	M
1050	3	164187356	trf575346	P
1051	3	164222705	trf575353	M
1052	3	164222986	trf575353	P
1053	3	165168645	trf575682	M
1054	3	165168919	trf575682	P
1055	3	165990582	trf575912	M
1056	3	165990842	trf575912	P
1057	3	168955216	trf576705	M
1058	3	168955476	trf576705	P
1059	3	169241558	trf576760	M
1060	3	169241899	trf576760	P
1061	3	171338371	trf577325	M
1062	3	171338605	trf577325	P
1063	3	171441764	trf577358	M
1064	3	171442033	trf577358	P
1065	3	171750887	trf577455_D3S3053	M
1066	3	171751147	trf577455_D3S3053	P
1067	3	171802024	trf577468	M
1068	3	171802335	trf577468	P
1069	3	172678610	trf577701	M
1070	3	172678919	trf577701	P
1071	3	174389559	trf578207	M
1072	3	174389821	trf578207	P
1073	3	174587749	trf578260	M
1074	3	174588014	trf578260	P
1075	3	174823120	trf578340	M
1076	3	174823378	trf578340	P
1077	3	178919019	PIK3CA	M
1078	3	178919279	PIK3CA	P
1079	3	181547326	trf580438	M
1080	3	181547558	trf580438	P
1081	3	182354145	trf580683	M
1082	3	182354402	trf580683	P
1083	3	182584522	trf580783_trf580784	M
1084	3	182584815	trf580783_trf580784	P
1085	3	184200461	trf581389	M
1086	3	184200722	trf581389	P
1087	3	186014733	trf582058	M
1088	3	186014992	trf582058	P
1089	3	186432667	trf582179	M
1090	3	186432923	trf582179	P
1091	3	186755634	trf582341	M
1092	3	186755894	trf582341	P
1093	3	189321326	trf583153	M
1094	3	189321588	trf583153	P
1095	3	190044768	trf583374	M
1096	3	190045030	trf583374	P
1097	3	191069600	trf583699	M
1098	3	191069868	trf583699	P
1099	3	191761233	trf583874	M
1100	3	191761302	trf583874	M
1101	3	191761509	trf583874	P
1102	3	191761555	trf583874	P
1103	3	192652149	trf584133	M
1104	3	192652245	trf584133	M
1105	3	192652452	trf584133	P
1106	3	192652458	trf584133	P
1107	3	194248524	trf584590	M
1108	3	194248913	trf584590	P
1109	3	194780593	trf584779	M
1110	3	194780856	trf584779	P
1111	3	195733862	trf585311	M
1112	3	195734166	trf585311	P
1113	3	195843962	trf585377	M
1114	3	195844301	trf585377	P
1115	4	1404261	trf587269	M
1116	4	1404517	trf587269	P
1117	4	1570323	trf587361	M
1118	4	1570584	trf587361	P
1119	4	1806016	FGFR3	M
1120	4	1806257	FGFR3	P
1121	4	3492231	trf588234	M
1122	4	3492490	trf588234	P
1123	4	3588800	trf588349	M
1124	4	3589063	trf588349	P
1125	4	3596683	trf588357	M
1126	4	3596943	trf588357	P
1127	4	3600078	trf588359	M
1128	4	3600109	trf588359	M
1129	4	3600338	trf588359	P
1130	4	3600373	trf588359	P
1131	4	3615591	trf588402	M
1132	4	3615845	trf588402	P
1133	4	3635096	trf588419	M
1134	4	3635353	trf588419	P
1135	4	5459892	trf589143	M
1136	4	5460155	trf589143	P
1137	4	5526927	C4orf6	M
1138	4	5527186	C4orf6	P
1139	4	7431992	trf589973	M
1140	4	7432253	trf589973	P
1141	4	7529034	trf590044	M
1142	4	7529291	trf590044	P
1143	4	7678316	trf590168	M
1144	4	7678771	trf590168	P
1145	4	8212955	trf590426	M
1146	4	8213178	trf590426	P
1147	4	8794347	trf590768	M
1148	4	8794630	trf590768	P
1149	4	11287479	trf591559	M
1150	4	11287708	trf591559	P
1151	4	12239473	trf591825	M
1152	4	12239728	trf591825	P
1153	4	14643252	trf592527	M
1154	4	14643510	trf592527	P
1155	4	14906507	trf592608	M
1156	4	14906770	trf592608	P
1157	4	16912023	trf593185	M
1158	4	16912284	trf593185	P
1159	4	17438892	trf593328_trf593329	M
1160	4	17439166	trf593328_trf593329	P
1161	4	19164054	trf593841	M
1162	4	19164143	trf593841	M
1163	4	19164315	trf593841	P
1164	4	19164416	trf593841	P
1165	4	20221306	trf594168	M
1166	4	20221601	trf594168	P
1167	4	21135168	trf594427	M
1168	4	21135431	trf594427	P
1169	4	21468559	trf594534	M
1170	4	21468825	trf594534	P
1171	4	21513531	trf594546	M
1172	4	21513843	trf594546	P
1173	4	21553554	trf594568	M
1174	4	21553815	trf594568	P
1175	4	23291010	trf595015	M
1176	4	23291272	trf595015	P
1177	4	23720707	trf595155_trf595156	M
1178	4	23720746	trf595155_trf595156	M
1179	4	23720965	trf595155_trf595156	P
1180	4	23721005	trf595155_trf595156	P
1181	4	24983440	trf595552	M
1182	4	24983714	trf595552	P
1183	4	25086889	trf595583	M
1184	4	25087147	trf595583	P
1185	4	26289102	trf596086_trf596087	M
1186	4	26289377	trf596086_trf596087	P
1187	4	26473069	trf596151	M
1188	4	26473325	trf596151	P
1189	4	29736786	trf597126	M
1190	4	29737044	trf597126	P
1191	4	30624730	trf597402	M
1192	4	30624994	trf597402	P
1193	4	30663039	trf597406	M
1194	4	30663280	trf597406	P
1195	4	31304314	D4S2408	M
1196	4	31304590	D4S2408	P
1197	4	32790458	trf598098	M
1198	4	32790715	trf598098	P
1199	4	34928603	trf598723_trf598724_trf598725_trf598726_trf598727_trf598729	M
1200	4	34928846	trf598723_trf598724_trf598725_trf598726_trf598727_trf598729	P
1201	4	34928888	trf598723_trf598724_trf598725_trf598726_trf598727_trf598729	P
1202	4	35485570	trf598880	M
1203	4	35485840	trf598880	P
1204	4	37801931	trf599550	M
1205	4	37802191	trf599550	P
1206	4	37803510	trf599551_trf599552	M
1207	4	37803513	trf599551_trf599552	M
1208	4	37803770	trf599551_trf599552	P
1209	4	37803784	trf599551_trf599552	P
1210	4	38413330	trf599754	M
1211	4	38413590	trf599754	P
1212	4	38952936	trf599951	M
1213	4	38953189	trf599951	P
1214	4	39282783	trf600069	M
1215	4	39283043	trf600069	P
1216	4	42741343	trf601308	M
1217	4	42741685	trf601308	P
1218	4	44558693	trf601821	M
1219	4	44558953	trf601821	P
1220	4	44988298	trf601902	M
1221	4	44988716	trf601902	P
1222	4	45027717	trf601936	M
1223	4	45027986	trf601936	P
1224	4	47021464	trf602548	M
1225	4	47021737	trf602548	P
1226	4	47044314	trf602568	M
1227	4	47044570	trf602568	P
1228	4	48227645	trf602922	M
1229	4	48227907	trf602922	P
1230	4	53140547	trf603580	M
1231	4	53140885	trf603580	P
1232	4	53179561	trf603586	M
1233	4	53179822	trf603586	P
1234	4	55161162	PDGFRA	M
1235	4	55161422	PDGFRA	P
1236	4	55598065	trf604336_BAT25	M
1237	4	55598325	trf604336_BAT25	P
1238	4	55953746	KDR	M
1239	4	55954006	KDR	P
1240	4	56336834	CLOCK	M
1241	4	56337099	CLOCK	P
1242	4	57585508	trf604924	M
1243	4	57585762	trf604924	P
1244	4	58984222	trf605308	M
1245	4	58984485	trf605308	P
1246	4	59145210	trf605376	M
1247	4	59145467	trf605376	P
1248	4	59382709	trf605441	M
1249	4	59382969	trf605441	P
1250	4	60305799	trf605710	M
1251	4	60306026	trf605710	P
1252	4	60664736	trf605819_trf605820	M
1253	4	60664836	trf605819_trf605820	M
1254	4	60664994	trf605819_trf605820	P
1255	4	60665148	trf605819_trf605820	P
1256	4	62722102	trf606433	M
1257	4	62722471	trf606433	P
1258	4	63511692	trf606679	M
1259	4	63511958	trf606679	P
1260	4	64283275	trf606943_trf606944_trf606945	M
1261	4	64283284	trf606943_trf606944_trf606945	M
1262	4	64283547	trf606943_trf606944_trf606945	P
1263	4	65320074	trf607251	M
1264	4	65320409	trf607251	P
1265	4	65536682	trf607303	M
1266	4	65536947	trf607303	P
1267	4	65554077	trf607308	M
1268	4	65554323	trf607308	P
1269	4	66145201	trf607477	M
1270	4	66145478	trf607477	P
1271	4	66416861	trf607560	M
1272	4	66417117	trf607560	P
1273	4	69282918	trf608322	M
1274	4	69283177	trf608322	P
1275	4	71367800	trf608875	M
1276	4	71368060	trf608875	P
1277	4	72359257	trf609141	M
1278	4	72359520	trf609141	P
1279	4	75272431	trf609886	M
1280	4	75272734	trf609886	P
1281	4	80088228	trf611073_trf611074	M
1282	4	80088482	trf611073_trf611074	P
1283	4	81120731	trf611300	M
1284	4	81120993	trf611300	P
1285	4	82007678	trf611521	M
1286	4	82007954	trf611521	P
1287	4	82547764	trf611662	M
1288	4	82548088	trf611662	P
1289	4	82624100	trf611696_trf611697	M
1290	4	82624364	trf611696_trf611697	P
1291	4	83585961	trf611987_trf611988_trf611989_trf611990	M
1292	4	83586323	trf611987_trf611988_trf611989_trf611990	P
1293	4	84806303	trf612454	M
1294	4	84806563	trf612454	P
1295	4	89973351	trf613900	M
1296	4	89973622	trf613900	P
1297	4	90029586	trf613913	M
1298	4	90029851	trf613913	P
1299	4	91612571	trf614276	M
1300	4	91612961	trf614276	P
1301	4	91703746	trf614299	M
1302	4	91704052	trf614299	P
1303	4	93517298	D4S2364	M
1304	4	93517546	D4S2364	P
1305	4	93963663	trf614895	M
1306	4	93963927	trf614895	P
1307	4	95770879	trf615352	M
1308	4	95771133	trf615352	P
1309	4	96369232	trf615532	M
1310	4	96369491	trf615532	P
1311	4	96790505	trf615613	M
1312	4	96790760	trf615613	P
1313	4	99023842	trf616199	M
1314	4	99024098	trf616199	P
1315	4	102346286	trf617012_trf617013	M
1316	4	102346442	trf617012_trf617013	M
1317	4	102346604	trf617012_trf617013	P
1318	4	102346788	trf617012_trf617013	P
1319	4	105042804	trf617809	M
1320	4	105043079	trf617809	P
1321	4	105215798	trf617859	M
1322	4	105216150	trf617859	P
1323	4	109525589	trf618936	M
1324	4	109525847	trf618936	P
1325	4	109947089	trf619085	M
1326	4	109947351	trf619085	P
1327	4	109965062	trf619090	M
1328	4	109965320	trf619090	P
1329	4	110108235	trf619119	M
1330	4	110108500	trf619119	P
1331	4	110880356	EGF_1	M
1332	4	110880615	EGF_1	P
1333	4	110882916	EGF_2	M
1334	4	110883183	EGF_2	P
1335	4	110889989	EGF_3	M
1336	4	110890249	EGF_3	P
1337	4	112006716	trf619657	M
1338	4	112006979	trf619657	P
1339	4	112180411	trf619721	M
1340	4	112180678	trf619721	P
1341	4	112765055	trf619881	M
1342	4	112765387	trf619881	P
1343	4	112963676	trf619939	M
1344	4	112963937	trf619939	P
1345	4	112983496	trf619944	M
1346	4	112983766	trf619944	P
1347	4	113039208	trf619959	M
1348	4	113039480	trf619959	P
1349	4	113449927	trf620061	M
1350	4	113450190	trf620061	P
1351	4	113570580	LARP7	M
1352	4	113570847	LARP7	P
1353	4	114018911	trf620267	M
1354	4	114019179	trf620267	P
1355	4	114364946	trf620355	M
1356	4	114365259	trf620355	P
1357	4	115156422	trf620542	M
1358	4	115156761	trf620542	P
1359	4	117677001	trf621260	M
1360	4	117677263	trf621260	P
1361	4	117893369	trf621322	M
1362	4	117893658	trf621322	P
1363	4	117894376	trf621323	M
1364	4	117894620	trf621323	P
1365	4	117901233	trf621325	M
1366	4	117901484	trf621325	P
1367	4	118592449	trf621544	M
1368	4	118592709	trf621544	P
1369	4	120018222	trf621952	M
1370	4	120018484	trf621952	P
1371	4	120843623	trf622121	M
1372	4	120843906	trf622121	P
1373	4	125412053	trf623255	M
1374	4	125412356	trf623255	P
1375	4	126843280	trf623667	M
1376	4	126843513	trf623667	P
1377	4	127075684	trf623731	M
1378	4	127075934	trf623731	P
1379	4	127482213	trf623835_trf623836_trf623837_trf623838	M
1380	4	127482304	trf623835_trf623836_trf623837_trf623838	M
1381	4	127482482	trf623835_trf623836_trf623837_trf623838	P
1382	4	127482564	trf623835_trf623836_trf623837_trf623838	P
1383	4	129019816	trf624268	M
1384	4	129020119	trf624268	P
1385	4	131799726	trf624991	M
1386	4	131800084	trf624991	P
1387	4	133802497	trf625534	M
1388	4	133802761	trf625534	P
1389	4	134383233	trf625662	M
1390	4	134383490	trf625662	P
1391	4	134475926	trf625680	M
1392	4	134476033	trf625680	M
1393	4	134476184	trf625680	P
1394	4	134476293	trf625680	P
1395	4	135563252	trf625982_trf625983_trf625984	M
1396	4	135563517	trf625982_trf625983_trf625984	P
1397	4	135563589	trf625982_trf625983_trf625984	P
1398	4	136152213	trf626167_trf626168	M
1399	4	136152474	trf626167_trf626168	P
1400	4	136554476	trf626270	M
1401	4	136554784	trf626270	P
1402	4	137816478	trf626616	M
1403	4	137816734	trf626616	P
1404	4	138165710	trf626736_trf626737	M
1405	4	138165947	trf626736_trf626737	P
1406	4	145213140	trf628617_trf628618	M
1407	4	145213398	trf628617_trf628618	P
1408	4	149809040	trf629845	M
1409	4	149809352	trf629845	P
1410	4	153253588	FBXW7	M
1411	4	153253850	FBXW7	P
1412	4	155417378	trf631450	M
1413	4	155417643	trf631450	P
1414	4	155495260	trf631470	M
1415	4	155495519	trf631470	P
1416	4	155508817	FGA	M
1417	4	155509076	FGA	P
1418	4	156285527	trf631670	M
1419	4	156285799	trf631670	P
1420	4	160761877	trf632940	M
1421	4	160762139	trf632940	P
1422	4	161592059	trf633204	M
1423	4	161592319	trf633204	P
1424	4	162231780	trf633419	M
1425	4	162232035	trf633419	P
1426	4	162701190	trf633555_trf633556	M
1427	4	162701452	trf633555_trf633556	P
1428	4	163219841	trf633748	M
1429	4	163220105	trf633748	P
1430	4	163331237	trf633800	M
1431	4	163331495	trf633800	P
1432	4	164521185	trf634159_trf634160_trf634162_trf634163	M
1433	4	164521228	trf634159_trf634160_trf634162_trf634163	M
1434	4	164521450	trf634159_trf634160_trf634162_trf634163	P
1435	4	164521491	trf634159_trf634160_trf634162_trf634163	P
1436	4	164552674	trf634167	M
1437	4	164552934	trf634167	P
1438	4	164961044	trf634287_trf634288	M
1439	4	164961433	trf634287_trf634288	P
1440	4	168723066	trf635411	M
1441	4	168723326	trf635411	P
1442	4	171493816	trf636230_trf636231	M
1443	4	171494194	trf636230_trf636231	P
1444	4	174504739	trf637082	M
1445	4	174504752	trf637082	M
1446	4	174505005	trf637082	P
1447	4	174505011	trf637082	P
1448	4	175877542	trf637465	M
1449	4	175877816	trf637465	P
1450	4	177227339	trf637872	M
1451	4	177227682	trf637872	P
1452	4	177438096	trf637917	M
1453	4	177438368	trf637917	P
1454	4	178611127	trf638290	M
1455	4	178611493	trf638290	P
1456	4	179007157	trf638394	M
1457	4	179007422	trf638394	P
1458	4	180068161	trf638714_trf638715	M
1459	4	180068425	trf638714_trf638715	P
1460	4	180410706	trf638822	M
1461	4	180411064	trf638822	P
1462	4	181525446	trf639189	M
1463	4	181525704	trf639189	P
1464	4	181915520	trf639298	M
1465	4	181915784	trf639298	P
1466	4	181952428	trf639314_trf639315_trf639316_trf639317	M
1467	4	181952482	trf639314_trf639315_trf639316_trf639317	M
1468	4	181952682	trf639314_trf639315_trf639316_trf639317	P
1469	4	181952792	trf639314_trf639315_trf639316_trf639317	P
1470	4	182377121	trf639435_trf639436	M
1471	4	182377201	trf639435_trf639436	M
1472	4	182377387	trf639435_trf639436	P
1473	4	182377408	trf639435_trf639436	P
1474	4	182377462	trf639435_trf639436	P
1475	4	186231502	trf640712	M
1476	4	186231763	trf640712	P
1477	4	186392181	trf640756_trf640757	M
1478	4	186392462	trf640756_trf640757	P
1479	4	187123723	trf640964	M
1480	4	187123983	trf640964	P
1481	4	187125322	trf640974	M
1482	4	187125325	trf640974	M
1483	4	187125626	trf640974	P
1484	4	187371978	trf641145	M
1485	4	187372246	trf641145	P
1486	4	188089905	trf641414	M
1487	4	188090229	trf641414	P
1488	4	188970170	trf641706	M
1489	4	188970463	trf641706	P
1490	4	189583293	trf641952	M
1491	4	189583516	trf641952	P
1492	4	189785453	trf642032	M
1493	4	189785714	trf642032	P
1494	4	189785734	trf642032	P
1495	4	190481731	trf642296	M
1496	4	190481778	trf642296	M
1497	4	190481982	trf642296	P
1498	4	190482030	trf642296	P
1499	4	190483117	trf642297	M
1500	4	190483368	trf642297	P
1501	4	190527715	trf642317	M
1502	4	190527982	trf642317	P
1503	4	190559508	trf642336	M
1504	4	190559793	trf642336	P
1505	4	190563540	trf642338	M
1506	4	190563804	trf642338	P
1507	4	190588520	trf642343	M
1508	4	190588778	trf642343	P
1509	4	190602397	trf642353	M
1510	4	190602654	trf642353	P
1511	4	190630868	trf642376	M
1512	4	190630947	trf642376	M
1513	4	190631134	trf642376	P
1514	4	190631214	trf642376	P
1515	4	190641680	trf642380	M
1516	4	190641940	trf642380	P
1517	5	1192697	trf643711	M
1518	5	1192943	trf643711	P
1519	5	1294526	TERT	M
1520	5	1294815	TERT	P
1521	5	1667310	trf644171_trf644172_trf644173	M
1522	5	1667314	trf644171_trf644172_trf644173	M
1523	5	1667338	trf644171_trf644172_trf644173	M
1524	5	1667597	trf644171_trf644172_trf644173	P
1525	5	1667598	trf644171_trf644172_trf644173	P
1526	5	1673211	trf644180	M
1527	5	1673479	trf644180	P
1528	5	2540221	trf644713	M
1529	5	2540593	trf644713	P
1530	5	2601096	trf644776	M
1531	5	2601361	trf644776	P
1532	5	3233508	trf645026_trf645027	M
1533	5	3233786	trf645026_trf645027	P
1534	5	3358972	trf645132	M
1535	5	3359288	trf645132	P
1536	5	5836745	trf646041	M
1537	5	5837006	trf646041	P
1538	5	6100237	trf646113	M
1539	5	6100499	trf646113	P
1540	5	6245455	trf646183	M
1541	5	6245706	trf646183	P
1542	5	6569156	trf646317	M
1543	5	6569423	trf646317	P
1544	5	7139403	trf646515	M
1545	5	7139711	trf646515	P
1546	5	8018785	trf646750_trf646751	M
1547	5	8018792	trf646750_trf646751	M
1548	5	8019053	trf646750_trf646751	P
1549	5	8067053	trf646774	M
1550	5	8067313	trf646774	P
1551	5	8423274	trf646893	M
1552	5	8423507	trf646893	P
1553	5	8496978	trf646909	M
1554	5	8497238	trf646909	P
1555	5	10132389	trf647370	M
1556	5	10132659	trf647370	P
1557	5	10249855	trf647396	M
1558	5	10250114	trf647396	P
1559	5	15119264	trf648848	M
1560	5	15119530	trf648848	P
1561	5	17434762	trf649544_trf649545	M
1562	5	17434808	trf649544_trf649545	M
1563	5	17435042	trf649544_trf649545	P
1564	5	17435068	trf649544_trf649545	P
1565	5	19741126	trf650255	M
1566	5	19741474	trf650255	P
1567	5	22681176	trf651277	M
1568	5	22681437	trf651277	P
1569	5	23571863	trf651531_trf651532	M
1570	5	23572202	trf651531_trf651532	P
1571	5	24522456	trf651895	M
1572	5	24522715	trf651895	P
1573	5	25753409	trf652274	M
1574	5	25753674	trf652274	P
1575	5	26795359	trf652624	M
1576	5	26795616	trf652624	P
1577	5	28107709	trf653045	M
1578	5	28107974	trf653045	P
1579	5	28138530	trf653047_trf653048	M
1580	5	28138551	trf653047_trf653048	M
1581	5	28138792	trf653047_trf653048	P
1582	5	28138823	trf653047_trf653048	P
1583	5	29067122	trf653356	M
1584	5	29067373	trf653356	P
1585	5	29745432	trf653560	M
1586	5	29745671	trf653560	P
1587	5	29954116	trf653635	M
1588	5	29954397	trf653635	P
1589	5	30103445	trf653676	M
1590	5	30103710	trf653676	P
1591	5	31570405	trf654060_trf654061_trf654062	M
1592	5	31570662	trf654060_trf654061_trf654062	P
1593	5	31689161	trf654114	M
1594	5	31689605	trf654114	P
1595	5	33223403	trf654618	M
1596	5	33223665	trf654618	P
1597	5	33607236	trf654741	M
1598	5	33607500	trf654741	P
1599	5	34467852	trf654987	M
1600	5	34468270	trf654987	P
1601	5	39858968	trf656553	M
1602	5	39859265	trf656553	P
1603	5	40414859	trf656721	M
1604	5	40415132	trf656721	P
1605	5	46113182	trf658365	M
1606	5	46113442	trf658365	P
1607	5	49470526	trf658554	M
1608	5	49470784	trf658554	P
1609	5	49569638	trf658591_trf658592	M
1610	5	49569905	trf658591_trf658592	P
1611	5	51122888	trf659071_trf659072_trf659073	M
1612	5	51122936	trf659071_trf659072_trf659073	M
1613	5	51123154	trf659071_trf659072_trf659073	P
1614	5	51123196	trf659071_trf659072_trf659073	P
1615	5	53447338	trf659685	M
1616	5	53447602	trf659685	P
1617	5	57800464	trf660907	M
1618	5	57800723	trf660907	P
1619	5	58540309	trf661112_trf661113	M
1620	5	58540312	trf661112_trf661113	M
1621	5	58540322	trf661112_trf661113	M
1622	5	58540562	trf661112_trf661113	P
1623	5	58540635	trf661112_trf661113	P
1624	5	58679743	trf661142	M
1625	5	58680067	trf661142	P
1626	5	58698828	trf661147	M
1627	5	58699087	trf661147	P
1628	5	60233706	trf661542	M
1629	5	60233968	trf661542	P
1630	5	63919347	trf662479	M
1631	5	63919607	trf662479	P
1632	5	67522561	PIK3R1	M
1633	5	67522819	PIK3R1	P
1634	5	68299264	trf663654	M
1635	5	68299524	trf663654	P
1636	5	71817775	trf664917	M
1637	5	71817776	trf664917	M
1638	5	71818046	trf664917	P
1639	5	73112620	trf665262	M
1640	5	73112874	trf665262	P
1641	5	76554749	trf666257	M
1642	5	76555015	trf666257	P
1643	5	77743902	trf666607_trf666608_trf666609_trf666610	M
1644	5	77744142	trf666607_trf666608_trf666609_trf666610	P
1645	5	79970784	MSH3	M
1646	5	79971036	MSH3	P
1647	5	83984874	trf668484	M
1648	5	83985230	trf668484	P
1649	5	84006859	trf668503	M
1650	5	84007133	trf668503	P
1651	5	84449704	trf668655	M
1652	5	84450006	trf668655	P
1653	5	84517107	trf668694	M
1654	5	84517369	trf668694	P
1655	5	84620381	trf668725	M
1656	5	84620639	trf668725	P
1657	5	84620862	trf668726	M
1658	5	84621132	trf668726	P
1659	5	85102064	trf668876	M
1660	5	85102350	trf668876	P
1661	5	85529934	trf669005	M
1662	5	85530192	trf669005	P
1663	5	90271985	trf670222	M
1664	5	90272256	trf670222	P
1665	5	96123422	trf671590	M
1666	5	96123731	trf671590	P
1667	5	96226968	trf671622_trf671623	M
1668	5	96227219	trf671622_trf671623	P
1669	5	100011102	trf672729	M
1670	5	100011357	trf672729	P
1671	5	100704743	trf672926	M
1672	5	100705047	trf672926	P
1673	5	102024931	trf673260	M
1674	5	102025267	trf673260	P
1675	5	102080967	trf673273	M
1676	5	102081251	trf673273	P
1677	5	103917113	trf673735_trf673736	M
1678	5	103917210	trf673735_trf673736	M
