Probe	Chr	StartPos	STRName	Strand	ProbeList	Match?
927	5	156122661	trf687884	P	plus	Match
928	5	169032506	trf691810	M	minus	Match
929	5	169032786	trf691810	P	plus	Match
930	5	173248339	trf693216	M	minus	Match
931	5	173248600	trf693216	P	plus	Match
932	5	173331796	trf693228	M	minus	Match
933	5	173332075	trf693228	P	plus	Match
934	5	179988285	trf695847	M	minus	Match
935	5	179988550	trf695847	P	plus	Match
936	6	820457	trf696495	M	minus	Match
937	6	820719	trf696495	P	plus	Match
938	6	7692875	trf698687	M	minus	Match
939	6	7693133	trf698687	P	plus	Match
940	6	13946302	trf700699	M	minus	Match
941	6	13946543	trf700699	P	plus	Match
942	6	19911957	trf702762	M	minus	Match
943	6	19912238	trf702762	P	plus	Match
944	6	19912274	trf702762	P	plus	Match
945	6	24306622	trf704223_trf704224	M	minus	Match
946	6	24306885	trf704223_trf704224	P	plus	Match
947	6	28644552	trf705798	M	minus	Match
948	6	28644625	trf705798	M	minus	Match
949	6	28644849	trf705798	P	plus	Match
950	6	28644890	trf705798	P	plus	Match
951	6	36632989	trf708669	M	minus	Match
952	6	36633268	trf708669	P	plus	Match
953	6	39026259	trf709398	M	minus	Match
954	6	39026263	trf709398	M	minus	Match
955	6	39026519	trf709398	P	plus	Match
956	6	39026539	trf709398	P	plus	Match
957	6	41677184	trf710077_D6S1017	M	minus	Match
958	6	41677456	trf710077_D6S1017	P	plus	Match
959	6	43021784	nc-MRPL2	M	minus	Match
960	6	43022040	nc-MRPL2	P	plus	Match
961	6	43491520	XPO5	M	minus	Match
962	6	43491777	XPO5	P	plus	Match
963	6	46179687	trf711638	M	minus	Match
964	6	46179928	trf711638	P	plus	Match
965	6	50643437	trf712970	M	minus	Match
966	6	50643624	trf712970	M	minus	Match
967	6	50643729	trf712970	P	plus	Match
968	6	50643876	trf712970	P	plus	Match
969	6	64590175	trf716116_trf716117	M	minus	Match
970	6	64590315	trf716116_trf716117	M	minus	Match
971	6	64590444	trf716116_trf716117	P	plus	Match
972	6	64590575	trf716116_trf716117	P	plus	Match
973	6	71578240	nc-B3GAT2	M	minus	Match
974	6	71578498	nc-B3GAT2	P	plus	Match
975	6	73409867	trf718688	M	minus	Match
976	6	73409942	trf718688	M	minus	Match
977	6	73410126	trf718688	P	plus	Match
978	6	73410203	trf718688	P	plus	Match
979	6	77461330	trf719883	M	minus	Match
980	6	77461589	trf719883	P	plus	Match
981	6	80751821	TTK_1_TTK_2	M	minus	Match
982	6	80752081	TTK_1_TTK_2	P	plus	Match
983	6	85583257	trf721891	M	minus	Match
984	6	85583514	trf721891	P	plus	Match
985	6	92449818	trf723674	M	minus	Match
986	6	92450079	trf723674	P	plus	Match
987	6	94097548	trf724101	M	minus	Match
988	6	94097807	trf724101	P	plus	Match
989	6	101352470	trf725851	M	minus	Match
990	6	101352746	trf725851	P	plus	Match
991	6	104673775	trf726805	M	minus	Match
992	6	104674041	trf726805	P	plus	Match
993	6	108214585	SEC63_1_SEC63_2	M	minus	Match
994	6	108214846	SEC63_1_SEC63_2	P	plus	Match
995	6	112879062	trf729064_D6S474	M	minus	Match
996	6	112879104	trf729064_D6S474	M	minus	Match
997	6	112879312	trf729064_D6S474	P	plus	Match
998	6	112879367	trf729064_D6S474	P	plus	Match
999	6	130985738	trf733789	M	minus	Match
1000	6	130985998	trf733789	P	plus	Match
1001	6	147967044	trf738597	M	minus	Match
1002	6	147967070	trf738597	M	minus	Match
1003	6	147967319	trf738597	P	plus	Match
1004	6	147967322	trf738597	P	plus	Match
1005	6	150222963	trf739319	M	minus	Match
1006	6	150223229	trf739319	P	plus	Match
1044	6	154136155	trf740600	M	minus	Match
1045	6	154136400	trf740600	P	plus	Match
1046	6	155174366	nc-TIAM2	M	minus	Match
1047	6	155174597	nc-TIAM2	P	plus	Match
1048	6	160027060	trf742615	M	minus	Match
1049	6	160027327	trf742615	P	plus	Match
1050	6	162195247	trf743433	M	minus	Match
1051	6	162195271	trf743433	M	minus	Match
1052	6	162195511	trf743433	P	plus	Match
1053	6	162195534	trf743433	P	plus	Match
1054	6	163800251	trf743947	M	minus	Match
1055	6	163800524	trf743947	P	plus	Match
1056	6	164297628	trf744093_trf744094	M	minus	Match
1057	6	164297729	trf744093_trf744094	M	minus	Match
1058	6	164297888	trf744093_trf744094	P	plus	Match
1059	6	164297986	trf744093_trf744094	P	plus	Match
1060	6	170590908	trf747130	M	minus	Match
1061	6	170591166	trf747130	P	plus	Match
1062	7	162126	trf747380	M	minus	Match
1063	7	162386	trf747380	P	plus	Match
1064	7	5630640	trf751088	M	minus	Match
1065	7	5630945	trf751088	P	plus	Match
1066	7	7732771	trf751990	M	minus	Match
1067	7	7733028	trf751990	P	plus	Match
1068	7	9474893	trf752374_trf752373	M	minus	Match
1069	7	9474952	trf752374_trf752373	M	minus	Match
1070	7	9475147	trf752374_trf752373	P	plus	Match
1071	7	9475201	trf752374_trf752373	P	plus	Match
1072	7	13956811	trf753589	M	minus	Match
1073	7	13957138	trf753589	P	plus	Match
1074	7	20705173	trf755432	M	minus	Match
1075	7	20705442	trf755432	P	plus	Match
1076	7	23137935	trf756101	M	minus	Match
1077	7	23138204	trf756101	P	plus	Match
1078	7	28037512	trf757431_trf757432	M	minus	Match
1079	7	28037771	trf757431_trf757432	P	plus	Match
1080	7	32136315	trf758552	M	minus	Match
1081	7	32136584	trf758552	P	plus	Match
1082	7	43367414	trf761725	M	minus	Match
1083	7	43367681	trf761725	P	plus	Match
1084	7	49388856	trf763707	M	minus	Match
1085	7	49389116	trf763707	P	plus	Match
1086	7	55273407	nc-EGFR	M	minus	Match
1087	7	55273667	nc-EGFR	P	plus	Match
1088	7	68552233	trf770826_trf770827	M	minus	Match
1089	7	68552298	trf770826_trf770827	M	minus	Match
1090	7	68552477	trf770826_trf770827	P	plus	Match
1091	7	68552627	trf770826_trf770827	P	plus	Match
1092	7	71266192	trf771845_trf771846	M	minus	Match
1093	7	71266477	trf771845_trf771846	P	plus	Match
1094	7	71266503	trf771845_trf771846	P	plus	Match
1095	7	77423321	TMEM60	M	minus	Match
1096	7	77423577	TMEM60	P	plus	Match
1097	7	78126920	trf775193	M	minus	Match
1098	7	78127182	trf775193	P	plus	Match
1099	7	82796650	trf776635	M	minus	Match
1100	7	82796654	trf776635	M	minus	Match
1101	7	82796892	trf776635	P	plus	Match
1102	7	82796945	trf776635	P	plus	Match
1103	7	83789435	D7S820	M	minus	Match
1104	7	83789657	D7S820	P	plus	Match
1105	7	96057494	trf780113_trf780114	M	minus	Match
1106	7	96057550	trf780113_trf780114	M	minus	Match
1107	7	96057752	trf780113_trf780114	P	plus	Match
1108	7	96057814	trf780113_trf780114	P	plus	Match
1109	7	98515136	TRRAP_1	M	minus	Match
1110	7	98515400	TRRAP_1	P	plus	Match
1111	7	98535169	TRRAP_2	M	minus	Match
1112	7	98535430	TRRAP_2	P	plus	Match
1113	7	98609626	TRRAP_3	M	minus	Match
1114	7	98609893	TRRAP_3	P	plus	Match
1115	7	100479138	SRRT	M	minus	Match
1116	7	100479399	SRRT	P	plus	Match
1117	7	104194963	trf783604	M	minus	Match
1118	7	104195235	trf783604	P	plus	Match
1119	7	106526509	PIK3CG	M	minus	Match
1120	7	106526765	PIK3CG	P	plus	Match
1121	7	119501521	trf787922	M	minus	Match
1122	7	119501785	trf787922	P	plus	Match
1123	7	123289327	trf788969	M	minus	Match
1124	7	123289578	trf788969	P	plus	Match
1125	7	126354091	trf789855	M	minus	Match
1126	7	126354457	trf789855	P	plus	Match
1127	7	132279571	trf791613	M	minus	Match
1128	7	132279613	trf791613	M	minus	Match
1129	7	132279830	trf791613	P	plus	Match
1130	7	132279876	trf791613	P	plus	Match
1131	7	139781254	trf794001	M	minus	Match
1132	7	139781401	trf794001	M	minus	Match
1133	7	139781537	trf794001	P	plus	Match
1134	7	139781661	trf794001	P	plus	Match
1135	7	140012450	trf794091	M	minus	Match
1136	7	140012589	trf794091	M	minus	Match
1137	7	140012710	trf794091	P	plus	Match
1138	7	140012865	trf794091	P	plus	Match
1139	7	143723621	trf795133	M	minus	Match
1140	7	143723881	trf795133	P	plus	Match
1141	7	150698293	NOS3	M	minus	Match
1142	7	150698552	NOS3	P	plus	Match
1143	7	151567095	trf797803_trf797804	M	minus	Match
1144	7	151567354	trf797803_trf797804	P	plus	Match
1145	7	151874028	MLL3	M	minus	Match
1146	7	151874285	MLL3	P	plus	Match
1147	7	152775951	trf798344	M	minus	Match
1148	7	152776325	trf798344	P	plus	Match
1149	7	154567778	trf798986	M	minus	Match
1150	7	154567837	trf798986	M	minus	Match
1151	7	154568036	trf798986	P	plus	Match
1152	7	154568091	trf798986	P	plus	Match
1153	7	155988987	trf799882	M	minus	Match
1154	7	155989248	trf799882	P	plus	Match
1155	7	156472895	trf800137	M	minus	Match
1156	7	156473158	trf800137	P	plus	Match
1157	8	4145082	trf804499	M	minus	Match
1158	8	4145342	trf804499	P	plus	Match
1159	8	9233035	trf806167	M	minus	Match
1160	8	9233298	trf806167	P	plus	Match
1161	8	11833902	trf807094	M	minus	Match
1162	8	11834156	trf807094	P	plus	Match
1163	8	13252347	trf807539_trf807540	M	minus	Match
1164	8	13252388	trf807539_trf807540	M	minus	Match
1165	8	13252594	trf807539_trf807540	P	plus	Match
1166	8	13252649	trf807539_trf807540	P	plus	Match
1167	8	14922842	trf808082	M	minus	Match
1168	8	14923098	trf808082	P	plus	Match
1169	8	15864913	trf808355	M	minus	Match
1170	8	15865046	trf808355	M	minus	Match
1171	8	15865174	trf808355	P	plus	Match
1172	8	15865309	trf808355	P	plus	Match
1173	8	17826096	trf808942	M	minus	Match
1174	8	17826362	trf808942	P	plus	Match
1175	8	21247377	trf809938	M	minus	Match
1176	8	21247629	trf809938	P	plus	Match
1177	8	21601935	trf810073	M	minus	Match
1178	8	21602194	trf810073	P	plus	Match
1179	8	26811860	trf811814	M	minus	Match
1180	8	26812117	trf811814	P	plus	Match
1181	8	29855593	trf812830	M	minus	Match
1182	8	29855746	trf812830	M	minus	Match
1183	8	29855862	trf812830	P	plus	Match
1184	8	29856004	trf812830	P	plus	Match
1185	8	30915850	WRN_1	M	minus	Match
1186	8	30916116	WRN_1	P	plus	Match
1187	8	31000929	WRN_2	M	minus	Match
1188	8	31001207	WRN_2	P	plus	Match
1189	8	32067061	trf813601	M	minus	Match
1190	8	32067168	trf813601	M	minus	Match
1191	8	32067319	trf813601	P	plus	Match
1192	8	32067435	trf813601	P	plus	Match
1193	8	42536503	D8S1115	M	minus	Match
1194	8	42536753	D8S1115	P	plus	Match
1195	8	53180899	trf819917	M	minus	Match
1196	8	53180966	trf819917	M	minus	Match
1197	8	53181171	trf819917	P	plus	Match
1198	8	53181226	trf819917	P	plus	Match
1199	8	56130115	trf820780	M	minus	Match
1200	8	56130212	trf820780	M	minus	Match
1201	8	56130374	trf820780	P	plus	Match
1202	8	56130483	trf820780	P	plus	Match
1203	8	58931291	trf821635	M	minus	Match
1204	8	58931543	trf821635	P	plus	Match
1205	8	59708145	trf821832_trf821833_trf821834	M	minus	Match
1206	8	59708194	trf821832_trf821833_trf821834	M	minus	Match
1207	8	59708405	trf821832_trf821833_trf821834	P	plus	Match
1208	8	59708459	trf821832_trf821833_trf821834	P	plus	Match
1209	8	66068141	trf823429_trf823430_trf823431	M	minus	Match
1210	8	66068168	trf823429_trf823430_trf823431	M	minus	Match
1211	8	66068190	trf823429_trf823430_trf823431	M	minus	Match
1212	8	66068400	trf823429_trf823430_trf823431	P	plus	Match
1213	8	66068430	trf823429_trf823430_trf823431	P	plus	Match
1214	8	66068443	trf823429_trf823430_trf823431	P	plus	Match
1215	8	68926542	nc-DEPDC2	M	minus	Match
1216	8	68926788	nc-DEPDC2	P	plus	Match
1217	8	73091520	trf825379	M	minus	Match
1218	8	73091843	trf825379	P	plus	Match
1219	8	74254244	trf825691	M	minus	Match
1220	8	74254504	trf825691	P	plus	Match
1221	8	92023111	trf830871	M	minus	Match
1222	8	92023371	trf830871	P	plus	Match
1223	8	99189696	trf832905	M	minus	Match
1224	8	99189973	trf832905	P	plus	Match
1225	8	118456006	trf838378	M	minus	Match
1226	8	118456029	trf838378	M	minus	Match
1227	8	118456268	trf838378	P	plus	Match
1228	8	118456294	trf838378	P	plus	Match
1229	8	125906903	trf840486_D8S1179	M	minus	Match
1230	8	125907040	trf840486_D8S1179	M	minus	Match
1231	8	125907174	trf840486_D8S1179	P	plus	Match
1232	8	125907300	trf840486_D8S1179	P	plus	Match
1233	8	128748649	MYC	M	minus	Match
1234	8	128748919	MYC	P	plus	Match
1254	8	128753262	nc-MYC	M	minus	Match
1256	8	128753506	nc-MYC	P	plus	Match
1257	8	136291637	trf843718	M	minus	Match
1258	8	136291888	trf843718	P	plus	Match
1259	8	138533376	trf844420	M	minus	Match
1260	8	138533636	trf844420	P	plus	Match
1261	8	144225007	trf847038_trf847039	M	minus	Match
1262	8	144225069	trf847038_trf847039	M	minus	Match
1263	8	144225266	trf847038_trf847039	P	plus	Match
1264	8	144225319	trf847038_trf847039	P	plus	Match
1265	8	144225327	trf847038_trf847039	P	plus	Match
1266	9	444169	trf848249	M	minus	Match
1267	9	444431	trf848249	P	plus	Match
1268	9	516828	trf848272	M	minus	Match
1269	9	517080	trf848272	P	plus	Match
1270	9	1650912	trf848533	M	minus	Match
1271	9	1651171	trf848533	P	plus	Match
1272	9	3859246	trf849057	M	minus	Match
1273	9	3859506	trf849057	P	plus	Match
1274	9	7928908	trf850130	M	minus	Match
1275	9	7928986	trf850130	M	minus	Match
1276	9	7929165	trf850130	P	plus	Match
1277	9	7929244	trf850130	P	plus	Match
1278	9	10230269	trf850757	M	minus	Match
1279	9	10230326	trf850757	M	minus	Match
1280	9	10230542	trf850757	P	plus	Match
1281	9	10230586	trf850757	P	plus	Match
1282	9	17274302	trf852723_trf852724	M	minus	Match
1283	9	17274411	trf852723_trf852724	M	minus	Match
1284	9	17274587	trf852723_trf852724	P	plus	Match
1285	9	17274692	trf852723_trf852724	P	plus	Match
1286	9	21070643	trf853705	M	minus	Match
1287	9	21070749	trf853705	M	minus	Match
1288	9	21070903	trf853705	P	plus	Match
1289	9	21071008	trf853705	P	plus	Match
1290	9	25402971	trf854835	M	minus	Match
1291	9	25403233	trf854835	P	plus	Match
1292	9	26171183	trf855043	M	minus	Match
1293	9	26171431	trf855043	P	plus	Match
1294	9	30216090	trf856123	M	minus	Match
1295	9	30216351	trf856123	P	plus	Match
1296	9	37807514	PentaC_9	M	minus	Match
1297	9	37807728	PentaC_9	P	plus	Match
1298	9	73802630	trf863689	M	minus	Match
1299	9	73802758	trf863689	M	minus	Match
1300	9	73802893	trf863689	P	plus	Match
1301	9	73803017	trf863689	P	plus	Match
1302	9	76206140	trf864508	M	minus	Match
1303	9	76206213	trf864508	M	minus	Match
1304	9	76206399	trf864508	P	plus	Match
1305	9	76206482	trf864508	P	plus	Match
1306	9	79264424	trf865398	M	minus	Match
1307	9	79264471	trf865398	M	minus	Match
1308	9	79264682	trf865398	P	plus	Match
1309	9	79264751	trf865398	P	plus	Match
1310	9	79688568	trf865538_D9S1122	M	minus	Match
1311	9	79688612	trf865538_D9S1122	M	minus	Match
1312	9	79688824	trf865538_D9S1122	P	plus	Match
1313	9	79688843	trf865538_D9S1122	P	plus	Match
1314	9	79688873	trf865538_D9S1122	P	plus	Match
1315	9	82968210	trf866433_trf866432	M	minus	Match
1316	9	82968332	trf866433_trf866432	M	minus	Match
1317	9	82968495	trf866433_trf866432	P	plus	Match
1318	9	82968580	trf866433_trf866432	P	plus	Match
1319	9	85966393	trf867301	M	minus	Match
1320	9	85966526	trf867301	M	minus	Match
1321	9	85966653	trf867301	P	plus	Match
1322	9	85966785	trf867301	P	plus	Match
1323	9	95119605	trf870371	M	minus	Match
1324	9	95119984	trf870371	P	plus	Match
1325	9	98209538	PTCH1_1	M	minus	Match
1326	9	98209808	PTCH1_1	P	plus	Match
1327	9	98231278	PTCH1_2	M	minus	Match
1328	9	98231538	PTCH1_2	P	plus	Match
1329	9	98268599	PTCH1_3	M	minus	Match
1330	9	98268859	PTCH1_3	P	plus	Match
1331	9	98270366	PTCH1_4	M	minus	Match
1332	9	98270628	PTCH1_4	P	plus	Match
1333	9	101623810	trf872451	M	minus	Match
1334	9	101624068	trf872451	P	plus	Match
1335	9	105983952	trf873648_trf873649	M	minus	Match
1336	9	105984045	trf873648_trf873649	M	minus	Match
1337	9	105984250	trf873648_trf873649	P	plus	Match
1338	9	105984304	trf873648_trf873649	P	plus	Match
1339	9	108690330	trf874400	M	minus	Match
1340	9	108690411	trf874400	M	minus	Match
1341	9	108690593	trf874400	P	plus	Match
1342	9	108690669	trf874400	P	plus	Match
1343	9	115236261	trf876431	M	minus	Match
1344	9	115236314	trf876431	M	minus	Match
1345	9	115236510	trf876431	P	plus	Match
1346	9	115236578	trf876431	P	plus	Match
1347	9	119493324	trf877817	M	minus	Match
1348	9	119493584	trf877817	P	plus	Match
1349	9	121095744	trf878287	M	minus	Match
1350	9	121096005	trf878287	P	plus	Match
1351	9	122992381	trf878799	M	minus	Match
1352	9	122992645	trf878799	P	plus	Match
1353	9	122992625	trf878799	M	minus	Match
1354	9	122992883	trf878799	P	plus	Match
1355	9	125442422	trf879518	M	minus	Match
1356	9	125442459	trf879518	M	minus	Match
1357	9	125442695	trf879518	P	plus	Match
1358	9	125442710	trf879518	P	plus	Match
1359	9	136035506	trf883701	M	minus	Match
1360	9	136035768	trf883701	P	plus	Match
1361	9	139410323	NOTCH1_1	M	minus	Match
1362	9	139410574	NOTCH1_1	P	plus	Match
1363	9	139413010	NOTCH1_2	M	minus	Match
1364	9	139413257	NOTCH1_2	P	plus	Match
1365	9	140636640	trf886677	M	minus	Match
1366	9	140636903	trf886677	P	plus	Match
1367	10	2243145	trf74142_D10S1435	M	minus	Match
1368	10	2243264	trf74142_D10S1435	M	minus	Match
1369	10	2243411	trf74142_D10S1435	P	plus	Match
1370	10	2243549	trf74142_D10S1435	P	plus	Match
1371	10	2622598	trf74367	M	minus	Match
1372	10	2622858	trf74367	P	plus	Match
1373	10	6394196	trf76012	M	minus	Match
1374	10	6394239	trf76012	M	minus	Match
1375	10	6394458	trf76012	P	plus	Match
1376	10	6394484	trf76012	P	plus	Match
1377	10	7920466	trf76681	M	minus	Match
1378	10	7920742	trf76681	P	plus	Match
1379	10	9263719	trf77231	M	minus	Match
1380	10	9263979	trf77231	P	plus	Match
1381	10	12736818	trf78394	M	minus	Match
1382	10	12736958	trf78394	M	minus	Match
1383	10	12737096	trf78394	P	plus	Match
1384	10	12737210	trf78394	P	plus	Match
1385	10	19437958	trf80751	M	minus	Match
1386	10	19438260	trf80751	P	plus	Match
1387	10	26334130	trf83099	M	minus	Match
1388	10	26334251	trf83099	M	minus	Match
1389	10	26334393	trf83099	P	plus	Match
1390	10	26334514	trf83099	P	plus	Match
1391	10	30495764	trf84649	M	minus	Match
1392	10	30496025	trf84649	P	plus	Match
1393	10	35257640	trf86253	M	minus	Match
1394	10	35257928	trf86253	P	plus	Match
1395	10	43600362	RET	M	minus	Match
1396	10	43600621	RET	P	plus	Match
1397	10	52678630	trf90990	M	minus	Match
1398	10	52678891	trf90990	P	plus	Match
1399	10	57529797	trf92403	M	minus	Match
1400	10	57530018	trf92403	P	plus	Match
1401	10	60148436	TFAM	M	minus	Match
1402	10	60148704	TFAM	P	plus	Match
1403	10	64755053	trf94411	M	minus	Match
1404	10	64755306	trf94411	P	plus	Match
1405	10	67956890	trf95234	M	minus	Match
1406	10	67957003	trf95234	M	minus	Match
1407	10	67957154	trf95234	P	plus	Match
1408	10	67957288	trf95234	P	plus	Match
1409	10	70512476	trf96089	M	minus	Match
1410	10	70512545	trf96089	M	minus	Match
1411	10	70512736	trf96089	P	plus	Match
1412	10	70512805	trf96089	P	plus	Match
1413	10	72079954	trf96621	M	minus	Match
1414	10	72079987	trf96621	M	minus	Match
1415	10	72080220	trf96621	P	plus	Match
1416	10	72080247	trf96621	P	plus	Match
1417	10	74659276	trf97483	M	minus	Match
1418	10	74659405	trf97483	M	minus	Match
1419	10	74659530	trf97483	P	plus	Match
1420	10	74659676	trf97483	P	plus	Match
1421	10	78277819	trf98551	M	minus	Match
1422	10	78277919	trf98551	M	minus	Match
1423	10	78278090	trf98551	P	plus	Match
1424	10	78278181	trf98551	P	plus	Match
1425	10	80711908	trf99314	M	minus	Match
1426	10	80712007	trf99314	M	minus	Match
1427	10	80712171	trf99314	P	plus	Match
1428	10	80712267	trf99314	P	plus	Match
1429	10	83734889	trf100209	M	minus	Match
1430	10	83734973	trf100209	M	minus	Match
1431	10	83735149	trf100209	P	plus	Match
1432	10	83735221	trf100209	P	plus	Match
1433	10	89717588	PTEN	M	minus	Match
1434	10	89717878	PTEN	P	plus	Match
1435	10	90438933	trf102208	M	minus	Match
1436	10	90439192	trf102208	P	plus	Match
1437	10	90768556	FAS	M	minus	Match
1438	10	90768815	FAS	P	plus	Match
1439	10	92364561	trf102758	M	minus	Match
1440	10	92364607	trf102758	M	minus	Match
1441	10	92364821	trf102758	P	plus	Match
1442	10	92364875	trf102758	P	plus	Match
1443	10	100186893	HPS1	M	minus	Match
1444	10	100187153	HPS1	P	plus	Match
1445	10	101004050	trf105399	M	minus	Match
1446	10	101004308	trf105399	P	plus	Match
1447	10	119340139	trf110949	M	minus	Match
1448	10	119340391	trf110949	P	plus	Match
1449	10	122742673	trf112062	M	minus	Match
1450	10	122742933	trf112062	P	plus	Match
1451	10	123278104	FGFR2	M	minus	Match
1452	10	123278363	FGFR2	P	plus	Match
1453	10	126159033	trf113094	M	minus	Match
1454	10	126159296	trf113094	P	plus	Match
1455	10	129753420	trf114112	M	minus	Match
1456	10	129753664	trf114112	P	plus	Match
1457	10	131092415	trf114637_D10S1248	M	minus	Match
1458	10	131092438	trf114637_D10S1248	M	minus	Match
1459	10	131092687	trf114637_D10S1248	P	plus	Match
1460	10	134449588	trf116324	M	minus	Match
1461	10	134449850	trf116324	P	plus	Match
1462	11	2192134	THO1	M	minus	Match
1463	11	2192395	THO1	P	plus	Match
1464	11	4703340	OR51E2	M	minus	Match
1465	11	4703598	OR51E2	P	plus	Match
1466	11	4912099	trf119950	M	minus	Match
1467	11	4912354	trf119950	P	plus	Match
1468	11	10719826	trf121514	M	minus	Match
1469	11	10719966	trf121514	M	minus	Match
1470	11	10720095	trf121514	P	plus	Match
1471	11	10720275	trf121514	P	plus	Match
1472	11	14162360	nc-SPON1	M	minus	Match
1473	11	14162614	nc-SPON1	P	plus	Match
1474	11	17086072	trf123063_trf123064	M	minus	Match
1475	11	17086113	trf123063_trf123064	M	minus	Match
1476	11	17086331	trf123063_trf123064	P	plus	Match
1477	11	17086367	trf123063_trf123064	P	plus	Match
1478	11	19281054	trf123677	M	minus	Match
1479	11	19281063	trf123677	M	minus	Match
1480	11	19281322	trf123677	P	plus	Match
1481	11	19281323	trf123677	P	plus	Match
1482	11	25936961	trf125773	M	minus	Match
1483	11	25937218	trf125773	P	plus	Match
1484	11	25994314	trf125788	M	minus	Match
1485	11	25994564	trf125788	P	plus	Match
1486	11	31362762	trf127191	M	minus	Match
1487	11	31362833	trf127191	M	minus	Match
1488	11	31363024	trf127191	P	plus	Match
1489	11	31363086	trf127191	P	plus	Match
1490	11	34639953	trf128228	M	minus	Match
1491	11	34640082	trf128228	M	minus	Match
1492	11	34640213	trf128228	P	plus	Match
1493	11	34640363	trf128228	P	plus	Match
1494	11	43610085	trf130787	M	minus	Match
1495	11	43610348	trf130787	P	plus	Match
1496	11	56205621	trf134025	M	minus	Match
1497	11	56205823	trf134025	M	minus	Match
1498	11	56205999	trf134025	P	plus	Match
1499	11	56206099	trf134025	P	plus	Match
1500	11	56514534	trf134117	M	minus	Match
1501	11	56514799	trf134117	P	plus	Match
1502	11	59236030	trf134879	M	minus	Match
1503	11	59236320	trf134879	P	plus	Match
1504	11	59721951	trf135065	M	minus	Match
1505	11	59722214	trf135065	P	plus	Match
1506	11	59722216	trf135065	P	plus	Match
1507	11	63061323	trf136282	M	minus	Match
1508	11	63061583	trf136282	P	plus	Match
1509	11	63149511	SLC22A9	M	minus	Match
1510	11	63149771	SLC22A9	P	plus	Match
1511	11	74336453	POLD3	M	minus	Match
1512	11	74336719	POLD3	P	plus	Match
1513	11	75694255	UVRAG	M	minus	Match
1514	11	75694515	UVRAG	P	plus	Match
1515	11	77783955	NDUFC2	M	minus	Match
1516	11	77784218	NDUFC2	P	plus	Match
1517	11	79965485	trf142552	M	minus	Match
1518	11	79965745	trf142552	P	plus	Match
1519	11	88927694	trf145129	M	minus	Match
1520	11	88927953	trf145129	P	plus	Match
1521	11	96849418	trf147160	M	minus	Match
1522	11	96849454	trf147160	M	minus	Match
1523	11	96849678	trf147160	P	plus	Match
1524	11	96849704	trf147160	P	plus	Match
1525	11	102193318	nc-BIRC3	M	minus	Match
1526	11	102193582	nc-BIRC3	P	plus	Match
1527	11	104877852	CASP5_1	M	minus	Match
1528	11	104878108	CASP5_1	P	plus	Match
1529	11	104879519	CASP5_2	M	minus	Match
1530	11	104879779	CASP5_2	P	plus	Match
1531	11	108114722	ATM_1	M	minus	Match
1532	11	108114978	ATM_1	P	plus	Match
1533	11	108143162	ATM_2	M	minus	Match
1534	11	108143426	ATM_2	P	plus	Match
1535	11	108216305	ATM_3	M	minus	Match
1536	11	108216568	ATM_3	P	plus	Match
1537	11	117697684	trf153039	M	minus	Match
1538	11	117697944	trf153039	P	plus	Match
1539	11	125505168	CHEK1_1_CHEK1_2	M	minus	Match
1540	11	125505327	CHEK1_1_CHEK1_2	M	minus	Match
1541	11	125505442	CHEK1_1_CHEK1_2	P	plus	Match
1542	11	125505590	CHEK1_1_CHEK1_2	P	plus	Match
1543	11	126922718	trf155892	M	minus	Match
1544	11	126922978	trf155892	P	plus	Match
1545	11	130872272	trf157027_D11S4463	M	minus	Match
1546	11	130872534	trf157027_D11S4463	P	plus	Match
1547	11	132586147	trf157511	M	minus	Match
1548	11	132586205	trf157511	M	minus	Match
1549	11	132586409	trf157511	P	plus	Match
1550	11	132586476	trf157511	P	plus	Match
1551	11	133234780	trf157670	M	minus	Match
1552	11	133235035	trf157670	P	plus	Match
1553	12	970194	WNK1	M	minus	Match
1554	12	970455	WNK1	P	plus	Match
1555	12	1533867	trf158927	M	minus	Match
1556	12	1533914	trf158927	M	minus	Match
1557	12	1534131	trf158927	P	plus	Match
1558	12	1534172	trf158927	P	plus	Match
1559	12	3587257	trf159554	M	minus	Match
1560	12	3587358	trf159554	M	minus	Match
1561	12	3587516	trf159554	P	plus	Match
1562	12	3587617	trf159554	P	plus	Match
1563	12	3667991	trf159571	M	minus	Match
1564	12	3668022	trf159571	M	minus	Match
1565	12	3668242	trf159571	P	plus	Match
1566	12	3668308	trf159571	P	plus	Match
1567	12	5966861	trf160206	M	minus	Match
1568	12	5967143	trf160206	P	plus	Match
1569	12	6093029	vWA	M	minus	Match
1570	12	6093289	vWA	P	plus	Match
1571	12	8157472	trf161126	M	minus	Match
1572	12	8157606	trf161126	M	minus	Match
1573	12	8157787	trf161126	P	plus	Match
1574	12	8157877	trf161126	P	plus	Match
1575	12	12449912	D12S391	M	minus	Match
1576	12	12450174	D12S391	P	plus	Match
1577	12	13606396	trf162847	M	minus	Match
1578	12	13606658	trf162847	P	plus	Match
1579	12	17014980	trf163804	M	minus	Match
1580	12	17015241	trf163804	P	plus	Match
1581	12	31997212	trf168087	M	minus	Match
1582	12	31997545	trf168087	P	plus	Match
1583	12	39189471	trf169627	M	minus	Match
1584	12	39189508	trf169627	M	minus	Match
1585	12	39189722	trf169627	P	plus	Match
1586	12	39189773	trf169627	P	plus	Match
1587	12	44062498	trf171009	M	minus	Match
1588	12	44062634	trf171009	M	minus	Match
